Value,REG_NAME_7,MVG_NAME,MVS_NAME,EFG_DK
2354,Flinders Lofty Block,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a tussock grass understorey,T5.6
2355,Gawler,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a tussock grass understorey,T5.6
2356,Kanmantoo,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a tussock grass understorey,T5.6
2357,Murray Darling Depression,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a tussock grass understorey,T5.6
2358,Naracoorte Coastal Plain,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a tussock grass understorey,T5.6
2359,Avon Wheatbelt,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with an open shrubby understorey,T5.6
2360,Carnarvon,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with an open shrubby understorey,T5.6
2361,Cobar Peneplain,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with an open shrubby understorey,T2.6
2362,Eyre Yorke Block,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with an open shrubby understorey,T5.6
2363,Kanmantoo,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with an open shrubby understorey,"T3.2, 0.8; T5.6, 0.2"
2364,Murray Darling Depression,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with an open shrubby understorey,T5.6
2365,Riverina,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with an open shrubby understorey,T5.6
2366,Yalgoo,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with an open shrubby understorey,T5.6
2367,Nullarbor,Mallee Woodlands and Shrublands,Open mallee woodlands and sparse mallee shrublands with a dense shrubby understorey,T5.6
2368,Esperance Plains,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a dense shrubby understorey,T3.2
2369,Eyre Yorke Block,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a dense shrubby understorey,T5.6
2370,Flinders Lofty Block,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a dense shrubby understorey,T5.6
2371,Jarrah Forest,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a dense shrubby understorey,T3.2
2372,Kanmantoo,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a dense shrubby understorey,T5.6
2373,Murray Darling Depression,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a dense shrubby understorey,T5.6
2374,Naracoorte Coastal Plain,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a dense shrubby understorey,T3.2
2375,Riverina,Mallee Open Woodlands and Sparse Mallee Shrublands,Open mallee woodlands and sparse mallee shrublands with a dense shrubby understorey,T5.6
2376,Brigalow Belt South,Other Open Woodlands,Callitris open woodlands,T2.6
2377,Broken Hill Complex,Other Open Woodlands,Callitris open woodlands,T5.6
2378,Cobar Peneplain,Other Open Woodlands,Callitris open woodlands,"T2.6, 0.7; T5.6, 0.3"
2379,Darling Riverine Plains,Other Open Woodlands,Callitris open woodlands,T5.6
2380,Eyre Yorke Block,Other Open Woodlands,Callitris open woodlands,T5.6
2381,Flinders Lofty Block,Other Open Woodlands,Callitris open woodlands,T5.6
2382,Gawler,Other Open Woodlands,Callitris open woodlands,T5.6
2383,Great Victoria Desert,Other Open Woodlands,Callitris open woodlands,T5.6
2384,Kanmantoo,Other Open Woodlands,Callitris open woodlands,T5.6
2385,Murray Darling Depression,Other Open Woodlands,Callitris open woodlands,T5.6
2386,Nandewar,Other Open Woodlands,Callitris open woodlands,T2.6
2387,New England Tablelands,Other Open Woodlands,Callitris open woodlands,T2.6
2388,NSW South Western Slopes,Other Open Woodlands,Callitris open woodlands,T2.6
2389,Riverina,Other Open Woodlands,Callitris open woodlands,T5.6
2390,South Eastern Highlands,Other Open Woodlands,Callitris open woodlands,T2.6
2391,Brigalow Belt South,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a tussock grass understorey,TF1.2
2392,Cobar Peneplain,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a tussock grass understorey,TF1.5
2393,Darling Riverine Plains,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a tussock grass understorey,TF1.5
2394,Eyre Yorke Block,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a tussock grass understorey,T5.6
2395,Nandewar,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a tussock grass understorey,TF1.2
2396,New England Tablelands,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a tussock grass understorey,TF1.2
2397,South Eastern Highlands,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a tussock grass understorey,TF1.2
2398,Burt Plain,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a hummock grass understorey,"T5.6, 0.6; T5.3, 0.4"
2399,Central Ranges,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a hummock grass understorey,"T5.6, 0.6; T5.3, 0.4"
2400,Finke,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a hummock grass understorey,"T5.6, 0.6; T5.3, 0.4"
2401,Great Sandy Desert,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a hummock grass understorey,"T5.6, 0.6; T5.3, 0.4"
2402,Great Victoria Desert,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a hummock grass understorey,"T5.6, 0.6; T5.3, 0.4"
2403,MacDonnell Ranges,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a hummock grass understorey,"T5.6, 0.6; T5.3, 0.4"
2404,Coolgardie,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a chenopod shrub understorey,T5.6
2405,Eyre Yorke Block,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a chenopod shrub understorey,T5.6
2406,Flinders Lofty Block,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a chenopod shrub understorey,T5.6
2407,Gawler,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a chenopod shrub understorey,T5.6
2408,Great Victoria Desert,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a chenopod shrub understorey,T5.6
2409,Murchison,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a chenopod shrub understorey,T5.6
2410,Nullarbor,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a chenopod shrub understorey,T5.6
2411,Simpson Strzelecki Dunefields,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a chenopod shrub understorey,T5.6
2412,Stony Plains,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a chenopod shrub understorey,T5.6
2413,Arnhem Coast,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,MT2.1
2414,Brigalow Belt South,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,T4.4
2415,Broken Hill Complex,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,T5.6
2416,Cobar Peneplain,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,T5.6
2417,Darwin Coastal,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,MT2.1
2418,Darling Riverine Plains,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,"T5.6, 0.9; T4.4, 0.1"
2419,Eyre Yorke Block,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,T2.6
2420,Flinders Lofty Block,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,T5.6
2421,Gawler,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,T5.6
2422,Gulf Coastal,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,MT2.1
2423,Gulf Plains,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,MT2.1
2424,Kanmantoo,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,T2.6
2425,Murray Darling Depression,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,T5.6
2426,Mulga Lands,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,T5.6
2427,Nandewar,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,T4.4
2428,NSW South Western Slopes,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,T4.4
2429,Riverina,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,T5.6
2430,South Eastern Highlands,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,T4.4
2431,Stony Plains,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,T5.6
2432,Tiwi Cobourg,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,MT2.1
2433,Arnhem Coast,Other Open Woodlands,Melaleuca open woodlands,"TF1.2, 0.3; TF1.4, 0.5, T4.2, 0.2"
2434,Central Arnhem,Other Open Woodlands,Melaleuca open woodlands,"TF1.2, 0.3; TF1.4, 0.5, T4.2, 0.2"
2435,Daly Basin,Other Open Woodlands,Melaleuca open woodlands,"TF1.2, 0.3; TF1.4, 0.5, T4.2, 0.2"
2436,Darwin Coastal,Other Open Woodlands,Melaleuca open woodlands,"TF1.2, 0.3; TF1.4, 0.5, T4.2, 0.2"
2437,Eyre Yorke Block,Other Open Woodlands,Melaleuca open woodlands,T5.6
2438,Gawler,Other Open Woodlands,Melaleuca open woodlands,T5.6
2439,Gulf Fall and Uplands,Other Open Woodlands,Melaleuca open woodlands,"TF1.2, 0.3; TF1.4, 0.5, T4.2, 0.2"
2440,Gulf Coastal,Other Open Woodlands,Melaleuca open woodlands,"TF1.2, 0.3; TF1.4, 0.5, T4.2, 0.2"
2441,Gulf Plains,Other Open Woodlands,Melaleuca open woodlands,"TF1.2, 0.3; TF1.4, 0.5, T4.2, 0.2"
2442,Kanmantoo,Other Open Woodlands,Melaleuca open woodlands,TF1.2
2443,Ord Victoria Plain,Other Open Woodlands,Melaleuca open woodlands,"TF1.2, 0.3; TF1.4, 0.5, T4.2, 0.2"
2444,Pine Creek,Other Open Woodlands,Melaleuca open woodlands,"TF1.2, 0.3; TF1.4, 0.5, T4.2, 0.2"
2445,Sturt Plateau,Other Open Woodlands,Melaleuca open woodlands,"TF1.2, 0.3; TF1.4, 0.5, T4.2, 0.2"
2446,Victoria Bonaparte,Other Open Woodlands,Melaleuca open woodlands,"TF1.2, 0.3; TF1.4, 0.5, T4.2, 0.2"
2447,Brigalow Belt South,Other Open Woodlands,Other open woodlands,T4.4
2448,Broken Hill Complex,Other Open Woodlands,Other open woodlands,T5.6
2449,Central Kimberley,Other Open Woodlands,Other open woodlands,T4.2
2450,Central Ranges,Other Open Woodlands,Other open woodlands,"T5.6, 0.6; T5.3, 0.4"
2451,Daly Basin,Other Open Woodlands,Other open woodlands,T4.2
2452,Darwin Coastal,Other Open Woodlands,Other open woodlands,T4.2
2453,Dampierland,Other Open Woodlands,Other open woodlands,T4.2
2454,Davenport Murchison Ranges,Other Open Woodlands,Other open woodlands,T4.2
2455,Darling Riverine Plains,Other Open Woodlands,Other open woodlands,T5.6
2456,Eyre Yorke Block,Other Open Woodlands,Other open woodlands,T5.6
2457,Flinders Lofty Block,Other Open Woodlands,Other open woodlands,T5.6
2458,Gawler,Other Open Woodlands,Other open woodlands,T5.6
2459,Gulf Fall and Uplands,Other Open Woodlands,Other open woodlands,T4.2
2460,Gibson Desert,Other Open Woodlands,Other open woodlands,"T5.6, 0.6; T5.3, 0.4"
2461,Great Sandy Desert,Other Open Woodlands,Other open woodlands,"T5.6, 0.6; T5.3, 0.4"
2462,Great Victoria Desert,Other Open Woodlands,Other open woodlands,T5.6
2463,Murray Darling Depression,Other Open Woodlands,Other open woodlands,T5.6
2464,Mitchell Grass Downs,Other Open Woodlands,Other open woodlands,T4.2
2465,NSW South Western Slopes,Other Open Woodlands,Other open woodlands,T4.4
2466,Nullarbor,Other Open Woodlands,Other open woodlands,T5.6
2467,Ord Victoria Plain,Other Open Woodlands,Other open woodlands,T4.2
2468,Sturt Plateau,Other Open Woodlands,Other open woodlands,T4.2
2469,Tasmanian Central Highlands,Other Open Woodlands,Other open woodlands,"T2.3, 0.51; T6.4, 0.49"
2470,Tasmanian Northern Slopes,Other Open Woodlands,Other open woodlands,"T2.3, 0.51; T6.4, 0.49"
2471,Tasmanian Southern Ranges,Other Open Woodlands,Other open woodlands,"T2.3, 0.51; T6.4, 0.49"
2472,Victoria Bonaparte,Other Open Woodlands,Other open woodlands,T4.2
2474,Australian Alps,Other Shrublands,Other sparse shrublands and sparse heathlands,T6.4
2475,Brigalow Belt North,Other Shrublands,Other sparse shrublands and sparse heathlands,"T3.1, 0.8; T3.2, 0.2"
2476,Burt Plain,Other Shrublands,Other sparse shrublands and sparse heathlands,T5.3
2477,Channel Country,Other Shrublands,Other sparse shrublands and sparse heathlands,T5.3
2478,Desert Uplands,Other Shrublands,Other sparse shrublands and sparse heathlands,F2.5
2479,Davenport Murchison Ranges,Other Shrublands,Other sparse shrublands and sparse heathlands,"T4.3, 0.3; T5.3, 0.7"
2480,Darling Riverine Plains,Other Shrublands,Other sparse shrublands and sparse heathlands,T5.3
2481,Eyre Yorke Block,Other Shrublands,Other sparse shrublands and sparse heathlands,"T3.2, 0.8; T5.6, 0.2"
2482,Flinders Lofty Block,Other Shrublands,Other sparse shrublands and sparse heathlands,T2.6
2483,Furneaux,Other Shrublands,Other sparse shrublands and sparse heathlands,T3.2
2484,Gascoyne,Other Shrublands,Other sparse shrublands and sparse heathlands,"T5.1, 0.4; T5.3, 0.6"
2485,Gawler,Other Shrublands,Other sparse shrublands and sparse heathlands,"T5.6, 0.51; T5.3, 0.49"
2486,Great Sandy Desert,Other Shrublands,Other sparse shrublands and sparse heathlands,T5.3
2487,Great Victoria Desert,Other Shrublands,Other sparse shrublands and sparse heathlands,"T5.6, 0.51; T5.3, 0.49"
2488,Kanmantoo,Other Shrublands,Other sparse shrublands and sparse heathlands,T5.6
2489,MacDonnell Ranges,Other Shrublands,Other sparse shrublands and sparse heathlands,T5.3
2490,Murray Darling Depression,Other Shrublands,Other sparse shrublands and sparse heathlands,"T5.6, 0.8; MT2.1, 0.2"
2491,Mitchell Grass Downs,Other Shrublands,Other sparse shrublands and sparse heathlands,"T4.3, 0.49; T5.3, 0.51"
2492,Mount Isa Inlier,Other Shrublands,Other sparse shrublands and sparse heathlands,T4.3
2493,Mulga Lands,Other Shrublands,Other sparse shrublands and sparse heathlands,T5.3
2494,Murchison,Other Shrublands,Other sparse shrublands and sparse heathlands,"T5.1, 0.4; T5.3, 0.6"
2495,Nandewar,Other Shrublands,Other sparse shrublands and sparse heathlands,T2.6
2496,New England Tablelands,Other Shrublands,Other sparse shrublands and sparse heathlands,T2.6
2497,Nullarbor,Other Shrublands,Other sparse shrublands and sparse heathlands,T5.6
2498,Pilbara,Other Shrublands,Other sparse shrublands and sparse heathlands,T5.3
2499,South East Coastal Plain,Other Shrublands,Other sparse shrublands and sparse heathlands,T3.2
2500,South Eastern Highlands,Other Shrublands,Other sparse shrublands and sparse heathlands,T3.2
2501,South Eastern Queensland,Other Shrublands,Other sparse shrublands and sparse heathlands,T3.2
2502,Simpson Strzelecki Dunefields,Other Shrublands,Other sparse shrublands and sparse heathlands,T5.3
2503,Stony Plains,Other Shrublands,Other sparse shrublands and sparse heathlands,T5.3
2504,Tanami,Other Shrublands,Other sparse shrublands and sparse heathlands,T5.3
2505,Victorian Midlands,Other Shrublands,Other sparse shrublands and sparse heathlands,T3.2
2506,Wet Tropics,Other Shrublands,Other sparse shrublands and sparse heathlands,T3.1
2508,Australian Alps,"Regrowth, modified native vegetation",Regrowth or modified forests and woodlands,"T4.4, 0.1; T7.2, 0.9"
2509,Brigalow Belt South,"Regrowth, modified native vegetation",Regrowth or modified forests and woodlands,"T4.4, 0.1; T7.2, 0.9"
2510,Ben Lomond,"Regrowth, modified native vegetation",Regrowth or modified forests and woodlands,"T2.6, 0.1; T7.2, 0.9"
2511,Cobar Peneplain,"Regrowth, modified native vegetation",Regrowth or modified forests and woodlands,"T4.4, 0.1; T7.1, 0.5; T7.2, 0.4"
2512,Darling Riverine Plains,"Regrowth, modified native vegetation",Regrowth or modified forests and woodlands,"T4.4, 0.1; T7.1, 0.5; T7.2, 0.4"
2513,Eyre Yorke Block,"Regrowth, modified native vegetation",Regrowth or modified forests and woodlands,"T5.6, 0.1; T7.2, 0.9"
2514,Furneaux,"Regrowth, modified native vegetation",Regrowth or modified forests and woodlands,"T2.6, 0.1; T7.2, 0.9"
2515,Gawler,"Regrowth, modified native vegetation",Regrowth or modified forests and woodlands,"T5.6, 0.1; T7.2, 0.9"
2516,King,"Regrowth, modified native vegetation",Regrowth or modified forests and woodlands,"T2.5, 0.1; T7.2, 0.9"
2517,Murray Darling Depression,"Regrowth, modified native vegetation",Regrowth or modified forests and woodlands,"T4.4, 0.1; T7.2, 0.9"
2518,Nandewar,"Regrowth, modified native vegetation",Regrowth or modified forests and woodlands,"T4.4, 0.1; T7.2, 0.9"
2519,New England Tablelands,"Regrowth, modified native vegetation",Regrowth or modified forests and woodlands,"T4.4, 0.1; T7.2, 0.9"
